
*** Beginn AuditLog: Sat Oct 05 13:35:51 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:37:56 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:39:33 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:40:05 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:40:25 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:40:40 CEST 2019 ***

*** Beginn AuditLog: Sat Oct 05 13:50:08 CEST 2019 ***
    101 | Sat Oct 05 13:54:03 CEST 2019 | Login  | Client-Thread-92 | Client-Client-Thread-92 | null
    102 | Sat Oct 05 13:54:03 CEST 2019 | Login  | Client-Thread-93 | Client-Client-Thread-93 | null
    103 | Sat Oct 05 13:54:03 CEST 2019 | Login  | Client-Thread-94 | Client-Client-Thread-94 | null
    104 | Sat Oct 05 13:54:03 CEST 2019 | Login  | Client-Thread-95 | Client-Client-Thread-95 | null
    105 | Sat Oct 05 13:54:03 CEST 2019 | Login  | Client-Thread-96 | Client-Client-Thread-96 | null
    106 | Sat Oct 05 13:54:03 CEST 2019 | Login  | Client-Thread-97 | Client-Client-Thread-97 | null
    107 | Sat Oct 05 13:54:03 CEST 2019 | Login  | Client-Thread-98 | Client-Client-Thread-98 | null
    108 | Sat Oct 05 13:54:03 CEST 2019 | Login  | Client-Thread-99 | Client-Client-Thread-99 | null
    109 | Sat Oct 05 13:54:03 CEST 2019 | Login  | Client-Thread-100 | Client-Client-Thread-100 | null
    110 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-14 | Client-Client-Thread-14 | null | ++++++++++
    111 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-7 | Client-Client-Thread-7 | null | ++++++++++
    112 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-10 | Client-Client-Thread-10 | null | ++++++++++
    113 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-13 | Client-Client-Thread-13 | null | ++++++++++
    114 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-12 | Client-Client-Thread-12 | null | ++++++++++
    115 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-11 | Client-Client-Thread-11 | null | ++++++++++
    116 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-6 | Client-Client-Thread-6 | null | ++++++++++
    117 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-15 | Client-Client-Thread-15 | null | ++++++++++
    118 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-4 | Client-Client-Thread-4 | null | ++++++++++
    119 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-100 | Client-Client-Thread-100 | null | ++++++++++
    120 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-3 | Client-Client-Thread-3 | null | ++++++++++
    121 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-16 | Client-Client-Thread-16 | null | ++++++++++
    122 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-2 | Client-Client-Thread-2 | null | ++++++++++
    123 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-5 | Client-Client-Thread-5 | null | ++++++++++
    124 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-1 | Client-Client-Thread-1 | null | ++++++++++
    125 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-8 | Client-Client-Thread-8 | null | ++++++++++
    126 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-9 | Client-Client-Thread-9 | null | ++++++++++
    127 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-17 | Client-Client-Thread-17 | null | ++++++++++
    128 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-18 | Client-Client-Thread-18 | null | ++++++++++
    129 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-19 | Client-Client-Thread-19 | null | ++++++++++
    130 | Sat Oct 05 13:54:03 CEST 2019 | Chat   | Client-Thread-20 | Client-Client-Thread-20 | null | ++++++++++
    131 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-17 | Client-Client-Thread-17 | null | ++++++++++
    132 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-25 | Client-Client-Thread-25 | null | ++++++++++
    133 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-23 | Client-Client-Thread-23 | null | ++++++++++
    134 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-24 | Client-Client-Thread-24 | null | ++++++++++
    135 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-27 | Client-Client-Thread-27 | null | ++++++++++
    136 | Sat Oct 05 13:54:04 CEST 2019 | Chat   | Client-Thread-30 | Client-Client-Thread-30 | null | ++++++++++
